risk_score,clv_eur,expected_value_eur,is_churn,tenure_band,active_days_30d,days_since_last_play
0.2663,4.8805,1.2995,1,05 2+ years,14,1.0
0.1834,4.8805,0.8952,0,05 2+ years,30,1.0
0.1372,4.8805,0.6696,0,04 1-2 years,25,1.0
0.3515,4.8805,1.7157,0,02 3-6 months,26,3.0
0.8071,7.4219,5.9902,1,05 2+ years,8,4.0
0.2322,4.8805,1.1334,0,05 2+ years,28,1.0
0.3986,3.5253,1.4052,0,05 2+ years,28,1.0
0.431,4.8805,2.1033,0,05 2+ years,30,1.0
0.2321,4.8805,1.1326,0,02 3-6 months,21,1.0
0.3277,4.8805,1.5995,1,01 0-3 months,27,1.0
0.5077,4.8805,2.4778,0,01 0-3 months,21,1.0
0.2345,4.8805,1.1447,0,05 2+ years,22,1.0
0.1852,4.8805,0.904,0,05 2+ years,18,2.0
0.9675,7.4219,7.1807,1,05 2+ years,0,
0.8391,16.6348,13.958,1,05 2+ years,21,2.0
0.3493,4.8805,1.7045,1,05 2+ years,16,1.0
0.3352,4.8805,1.6362,1,05 2+ years,27,1.0
0.3329,4.8805,1.6246,0,05 2+ years,11,2.0
0.3233,4.8805,1.5776,0,01 0-3 months,22,2.0
0.2219,4.8805,1.0828,0,05 2+ years,25,1.0
0.4671,4.8805,2.2798,1,04 1-2 years,24,3.0
0.6118,4.8805,2.9858,1,04 1-2 years,3,6.0
0.8843,16.6348,14.7095,1,05 2+ years,23,5.0
0.6135,4.8805,2.9942,0,04 1-2 years,12,3.0
0.1711,4.8805,0.8352,1,05 2+ years,21,1.0
0.487,4.8805,2.3767,0,05 2+ years,23,1.0
0.2475,4.8805,1.208,0,04 1-2 years,29,2.0
0.1205,4.8805,0.5883,0,05 2+ years,30,1.0
0.2093,4.8805,1.0214,0,04 1-2 years,30,1.0
0.1947,4.8805,0.9503,0,02 3-6 months,22,2.0
0.3637,4.8805,1.775,1,05 2+ years,28,1.0
0.2451,4.8805,1.1964,0,04 1-2 years,4,5.0
0.2685,4.8805,1.3105,0,04 1-2 years,9,3.0
0.5468,4.8805,2.6686,1,05 2+ years,14,1.0
0.4791,4.8805,2.3383,1,03 6-12 months,26,1.0
0.4185,4.8805,2.0424,0,05 2+ years,30,1.0
0.1512,4.8805,0.7381,0,04 1-2 years,30,1.0
0.1487,4.8805,0.7258,0,04 1-2 years,30,1.0
0.1479,4.8805,0.7217,0,04 1-2 years,29,1.0
0.2259,4.8805,1.1024,0,02 3-6 months,15,1.0
0.2441,4.8805,1.1912,0,01 0-3 months,17,1.0
0.2625,4.8805,1.2813,1,02 3-6 months,28,1.0
0.1409,4.8805,0.6875,0,04 1-2 years,25,1.0
0.1758,4.8805,0.8581,0,04 1-2 years,24,1.0
0.2123,4.8805,1.0362,1,05 2+ years,29,1.0
0.2233,4.8805,1.0899,0,05 2+ years,15,1.0
0.8353,16.6348,13.8943,1,04 1-2 years,9,1.0
0.56,4.8805,2.7331,1,01 0-3 months,17,3.0
0.3679,4.8805,1.7956,1,04 1-2 years,9,3.0
0.2848,4.8805,1.3901,1,04 1-2 years,26,1.0
0.5826,7.4219,4.3238,1,05 2+ years,30,1.0
0.5588,4.8805,2.7272,0,01 0-3 months,23,2.0
0.4867,4.8805,2.3755,0,01 0-3 months,21,1.0
0.5699,7.4219,4.2298,1,03 6-12 months,29,1.0
0.226,4.8805,1.103,0,04 1-2 years,18,2.0
0.938,7.4219,6.962,1,05 2+ years,27,1.0
0.3594,4.8805,1.7542,1,03 6-12 months,28,1.0
0.1311,4.8805,0.64,0,03 6-12 months,21,1.0
0.1611,4.8805,0.7864,0,04 1-2 years,29,1.0
0.2933,4.8805,1.4315,1,04 1-2 years,24,2.0
0.1222,4.8805,0.5962,0,04 1-2 years,22,1.0
0.8043,4.8805,3.9255,1,04 1-2 years,6,24.0
0.1411,4.8805,0.6888,1,05 2+ years,29,2.0
0.607,4.8805,2.9624,0,04 1-2 years,12,9.0
0.1357,4.8805,0.662,0,03 6-12 months,20,2.0
0.3058,4.8805,1.4922,0,03 6-12 months,27,1.0
0.2046,4.8805,0.9988,0,04 1-2 years,11,4.0
0.6754,3.5253,2.3811,0,04 1-2 years,23,1.0
0.5114,4.8805,2.4961,1,05 2+ years,14,17.0
0.6952,4.8805,3.3931,0,05 2+ years,7,8.0
0.8308,16.6348,13.8199,1,05 2+ years,30,1.0
0.225,4.8805,1.0979,0,05 2+ years,26,1.0
0.4271,4.8805,2.0843,1,05 2+ years,20,1.0
0.1675,4.8805,0.8175,0,04 1-2 years,29,1.0
0.7642,4.8805,3.7294,1,04 1-2 years,5,14.0
0.3961,4.8805,1.9332,1,05 2+ years,10,5.0
0.8364,16.6348,13.9129,1,03 6-12 months,23,1.0
0.8882,16.6348,14.7746,1,05 2+ years,30,1.0
0.7519,7.4219,5.5808,1,03 6-12 months,16,4.0
0.4665,4.8805,2.2766,0,01 0-3 months,27,3.0
0.1464,4.8805,0.7144,1,05 2+ years,29,1.0
0.8237,16.6348,13.7024,1,05 2+ years,23,1.0
0.8354,16.6348,13.8963,1,05 2+ years,29,1.0
0.8214,16.6348,13.6634,1,05 2+ years,25,1.0
0.2476,4.8805,1.2082,0,01 0-3 months,30,1.0
0.5796,4.8805,2.8286,0,05 2+ years,3,2.0
0.2074,4.8805,1.012,0,05 2+ years,25,3.0
0.2099,4.8805,1.0243,0,05 2+ years,26,1.0
0.1588,4.8805,0.7749,0,04 1-2 years,30,1.0
0.1963,4.8805,0.9581,0,05 2+ years,29,1.0
0.5105,4.8805,2.4917,1,05 2+ years,10,1.0
0.2805,4.8805,1.3688,0,03 6-12 months,25,5.0
0.6986,3.5253,2.4629,1,04 1-2 years,21,2.0
0.9546,16.6348,15.8796,1,03 6-12 months,13,13.0
0.4197,4.8805,2.0482,0,04 1-2 years,15,2.0
0.8631,3.5253,3.0428,0,04 1-2 years,23,1.0
0.5884,4.8805,2.8717,1,05 2+ years,5,17.0
0.5501,4.8805,2.685,1,05 2+ years,3,9.0
0.5764,3.5253,2.0318,1,05 2+ years,17,3.0
0.85,16.6348,14.139,0,05 2+ years,22,1.0
0.1322,4.8805,0.6452,0,05 2+ years,30,1.0
0.3548,4.8805,1.7317,0,05 2+ years,26,1.0
0.3415,4.8805,1.6665,0,05 2+ years,13,1.0
0.1819,4.8805,0.8878,0,04 1-2 years,15,5.0
0.6004,4.8805,2.9302,1,05 2+ years,18,2.0
0.1462,4.8805,0.7133,0,05 2+ years,26,1.0
0.241,4.8805,1.1764,0,05 2+ years,28,1.0
0.2529,4.8805,1.2341,0,05 2+ years,20,1.0
0.2558,4.8805,1.2486,1,02 3-6 months,30,1.0
0.4583,4.8805,2.2367,1,01 0-3 months,16,1.0
0.8773,16.6348,14.593,1,05 2+ years,28,1.0
0.1724,4.8805,0.8416,0,05 2+ years,30,1.0
0.1833,4.8805,0.8947,0,05 2+ years,29,1.0
0.3096,4.8805,1.5112,1,05 2+ years,21,4.0
0.1011,4.8805,0.4933,1,04 1-2 years,26,1.0
0.9677,16.6348,16.0982,1,05 2+ years,0,
0.539,4.8805,2.6307,1,05 2+ years,21,1.0
0.8436,16.6348,14.0331,1,04 1-2 years,25,1.0
0.5728,4.8805,2.7957,0,03 6-12 months,6,3.0
0.8017,16.6348,13.3357,0,05 2+ years,14,1.0
0.2,4.8805,0.976,0,05 2+ years,24,1.0
0.8671,16.6348,14.4246,1,05 2+ years,23,1.0
0.8719,16.6348,14.5038,1,05 2+ years,12,1.0
0.6913,3.5253,2.4369,1,01 0-3 months,7,3.0
0.7749,7.4219,5.751,1,03 6-12 months,12,1.0
0.4052,4.8805,1.9775,1,05 2+ years,30,1.0
0.2617,4.8805,1.2771,0,04 1-2 years,12,1.0
0.1653,4.8805,0.8069,0,03 6-12 months,15,1.0
0.1484,4.8805,0.7244,0,04 1-2 years,14,1.0
0.1794,4.8805,0.8756,0,05 2+ years,30,1.0
0.2258,4.8805,1.1022,0,05 2+ years,30,1.0
0.2352,4.8805,1.1481,0,04 1-2 years,18,2.0
0.2056,4.8805,1.0033,0,05 2+ years,28,1.0
0.8559,16.6348,14.2371,1,05 2+ years,21,1.0
0.1602,4.8805,0.7817,0,05 2+ years,20,1.0
0.1743,4.8805,0.8505,0,04 1-2 years,14,1.0
0.3826,4.8805,1.8674,0,04 1-2 years,29,1.0
0.2209,4.8805,1.078,1,05 2+ years,26,1.0
0.2349,4.8805,1.1463,0,04 1-2 years,26,1.0
0.8737,16.6348,14.5337,1,04 1-2 years,23,1.0
0.6479,16.6348,10.7777,0,05 2+ years,27,1.0
0.8957,16.6348,14.8995,1,05 2+ years,19,1.0
0.346,4.8805,1.6888,0,01 0-3 months,29,1.0
0.3524,4.8805,1.72,0,05 2+ years,20,1.0
0.3329,4.8805,1.6246,1,04 1-2 years,30,1.0
0.2414,4.8805,1.1782,0,05 2+ years,14,4.0
0.2132,4.8805,1.0403,0,04 1-2 years,29,1.0
0.2075,4.8805,1.0129,0,05 2+ years,26,1.0
0.1528,4.8805,0.7455,0,05 2+ years,25,1.0
0.8391,16.6348,13.9577,1,05 2+ years,21,1.0
0.2638,4.8805,1.2873,0,02 3-6 months,17,2.0
0.1646,4.8805,0.8033,1,02 3-6 months,19,1.0
0.7714,0.048,0.037,1,02 3-6 months,7,15.0
0.2186,4.8805,1.0667,0,05 2+ years,30,1.0
0.2503,4.8805,1.2214,1,05 2+ years,13,3.0
0.2366,4.8805,1.1546,0,02 3-6 months,27,1.0
0.4707,4.8805,2.2974,1,04 1-2 years,11,1.0
0.5428,4.8805,2.6493,1,04 1-2 years,11,2.0
0.9613,7.4219,7.135,1,05 2+ years,25,1.0
0.7782,16.6348,12.9455,1,05 2+ years,19,1.0
0.958,16.6348,15.9354,1,05 2+ years,3,1.0
0.2167,4.8805,1.0578,0,05 2+ years,17,3.0
0.2414,4.8805,1.178,1,04 1-2 years,26,1.0
0.9261,7.4219,6.8737,1,05 2+ years,25,1.0
0.6396,3.5253,2.2547,0,05 2+ years,24,1.0
0.4213,4.8805,2.056,0,05 2+ years,22,2.0
0.6102,4.8805,2.9783,1,05 2+ years,12,1.0
0.8683,0.048,0.0417,1,02 3-6 months,12,1.0
0.1737,4.8805,0.848,0,05 2+ years,23,1.0
0.1549,4.8805,0.7558,0,05 2+ years,28,2.0
0.4089,4.8805,1.9957,0,05 2+ years,23,1.0
0.2618,4.8805,1.2778,0,04 1-2 years,25,2.0
0.1278,4.8805,0.6239,0,05 2+ years,26,2.0
0.2179,4.8805,1.0633,0,05 2+ years,27,1.0
0.755,3.5253,2.6614,1,05 2+ years,29,1.0
0.4307,4.8805,2.102,1,05 2+ years,8,5.0
0.2432,4.8805,1.1871,1,04 1-2 years,9,2.0
0.3898,4.8805,1.9022,0,04 1-2 years,25,2.0
0.2307,4.8805,1.1261,0,05 2+ years,16,1.0
0.3157,4.8805,1.5408,1,05 2+ years,16,2.0
0.4683,4.8805,2.2857,0,02 3-6 months,7,9.0
0.3017,4.8805,1.4724,0,03 6-12 months,8,5.0
0.222,4.8805,1.0833,0,05 2+ years,30,1.0
0.8609,16.6348,14.3204,1,05 2+ years,23,1.0
0.2276,4.8805,1.111,0,05 2+ years,19,2.0
0.1698,4.8805,0.8289,0,05 2+ years,24,1.0
0.3469,4.8805,1.6931,1,05 2+ years,17,1.0
0.1747,4.8805,0.8524,0,03 6-12 months,8,1.0
0.1919,4.8805,0.9365,0,05 2+ years,18,1.0
0.7133,7.4219,5.2939,1,03 6-12 months,16,1.0
0.4948,4.8805,2.4147,1,05 2+ years,29,1.0
0.4803,4.8805,2.3439,0,05 2+ years,21,1.0
0.3162,4.8805,1.5433,0,04 1-2 years,25,1.0
0.3912,4.8805,1.9094,1,01 0-3 months,29,1.0
0.2067,4.8805,1.0087,0,05 2+ years,30,1.0
0.1659,4.8805,0.8096,0,04 1-2 years,15,2.0
0.9438,7.4219,7.0045,1,05 2+ years,26,1.0
0.3291,4.8805,1.6059,0,05 2+ years,2,9.0
0.8869,16.6348,14.7537,1,05 2+ years,24,1.0
0.3476,4.8805,1.6966,1,01 0-3 months,30,1.0
0.1232,4.8805,0.6012,0,05 2+ years,26,1.0
0.6322,4.8805,3.0854,1,05 2+ years,14,4.0
0.1264,4.8805,0.617,0,04 1-2 years,26,1.0
0.2682,4.8805,1.3088,1,03 6-12 months,6,1.0
0.3932,4.8805,1.919,0,04 1-2 years,13,1.0
0.357,4.8805,1.7425,1,04 1-2 years,8,13.0
0.8607,7.4219,6.3883,1,05 2+ years,25,1.0
0.1135,4.8805,0.5541,0,05 2+ years,30,1.0
0.1308,4.8805,0.6384,0,05 2+ years,30,1.0
0.2275,4.8805,1.1104,0,02 3-6 months,26,1.0
0.9097,3.5253,3.2071,0,04 1-2 years,3,1.0
0.737,3.5253,2.598,1,03 6-12 months,29,1.0
0.9352,7.4219,6.941,1,05 2+ years,25,1.0
0.3895,4.8805,1.9011,0,05 2+ years,7,1.0
0.6359,16.6348,10.5786,0,05 2+ years,27,1.0
0.4589,4.8805,2.2395,0,05 2+ years,6,13.0
0.1569,4.8805,0.7657,0,04 1-2 years,28,1.0
0.8703,16.6348,14.4777,1,04 1-2 years,17,3.0
0.19,4.8805,0.9272,1,04 1-2 years,25,1.0
0.2718,4.8805,1.3265,0,05 2+ years,23,2.0
0.3329,4.8805,1.6248,0,01 0-3 months,18,1.0
0.8437,7.4219,6.262,1,05 2+ years,19,1.0
0.3045,4.8805,1.4861,1,04 1-2 years,15,1.0
0.3435,4.8805,1.6762,0,05 2+ years,17,6.0
0.2684,4.8805,1.31,1,05 2+ years,12,6.0
0.2829,4.8805,1.3807,0,02 3-6 months,19,1.0
0.8247,7.4219,6.1209,1,04 1-2 years,12,1.0
0.193,4.8805,0.9421,1,04 1-2 years,9,1.0
0.2829,4.8805,1.3807,1,01 0-3 months,26,1.0
0.552,4.8805,2.6941,1,04 1-2 years,16,2.0
0.3736,4.8805,1.8235,1,03 6-12 months,15,3.0
0.435,4.8805,2.1228,1,01 0-3 months,25,1.0
0.2386,4.8805,1.1644,0,05 2+ years,25,1.0
0.4099,4.8805,2.0007,1,05 2+ years,20,4.0
0.2661,4.8805,1.2988,1,04 1-2 years,27,1.0
0.233,4.8805,1.1371,0,01 0-3 months,25,2.0
0.1224,4.8805,0.5974,0,03 6-12 months,26,1.0
0.3492,4.8805,1.7044,0,02 3-6 months,19,6.0
0.1632,4.8805,0.7964,1,02 3-6 months,19,1.0
0.317,4.8805,1.5473,1,05 2+ years,12,1.0
0.8775,3.5253,3.0935,1,05 2+ years,26,2.0
0.2777,4.8805,1.3554,0,05 2+ years,26,4.0
0.7151,4.8805,3.4902,1,01 0-3 months,4,17.0
0.5406,4.8805,2.6385,1,01 0-3 months,7,2.0
0.7125,3.5253,2.5119,0,04 1-2 years,17,2.0
0.3814,4.8805,1.8612,0,04 1-2 years,22,1.0
0.9441,7.4219,7.0067,1,05 2+ years,14,6.0
0.4126,4.8805,2.0135,1,05 2+ years,5,14.0
0.1334,4.8805,0.6509,0,05 2+ years,29,1.0
0.266,4.8805,1.2983,0,04 1-2 years,11,6.0
0.218,4.8805,1.0642,0,03 6-12 months,24,1.0
0.7101,7.4219,5.2706,0,04 1-2 years,29,1.0
0.6011,4.8805,2.9336,1,03 6-12 months,15,3.0
0.9556,7.4219,7.0925,1,04 1-2 years,21,1.0
0.4891,4.8805,2.3869,0,05 2+ years,17,1.0
0.4756,4.8805,2.3213,1,03 6-12 months,4,5.0
0.4526,4.8805,2.2091,1,05 2+ years,9,8.0
0.7354,7.4219,5.4583,1,05 2+ years,30,1.0
0.3252,4.8805,1.587,1,05 2+ years,28,1.0
0.1381,4.8805,0.6738,0,05 2+ years,30,1.0
0.1702,4.8805,0.8309,1,04 1-2 years,23,1.0
0.1464,4.8805,0.7145,0,05 2+ years,30,1.0
0.1145,4.8805,0.5589,0,02 3-6 months,25,1.0
0.1641,4.8805,0.8008,0,04 1-2 years,29,1.0
0.9271,4.8805,4.5246,1,03 6-12 months,1,30.0
0.272,4.8805,1.3275,0,05 2+ years,18,5.0
0.4329,4.8805,2.1126,1,05 2+ years,15,5.0
0.7791,3.5253,2.7466,1,04 1-2 years,26,1.0
0.0977,4.8805,0.4767,0,05 2+ years,22,1.0
0.1189,4.8805,0.5804,0,05 2+ years,30,1.0
0.8523,16.6348,14.1776,1,05 2+ years,26,1.0
0.2179,4.8805,1.0636,0,04 1-2 years,20,1.0
0.2894,4.8805,1.4122,1,05 2+ years,22,1.0
0.8617,16.6348,14.3344,1,05 2+ years,30,1.0
0.3844,4.8805,1.8761,1,05 2+ years,9,1.0
0.2065,4.8805,1.008,1,04 1-2 years,12,1.0
0.1883,4.8805,0.919,0,05 2+ years,23,1.0
0.6143,4.8805,2.9981,0,04 1-2 years,22,9.0
0.9021,16.6348,15.0057,0,05 2+ years,22,1.0
0.3123,4.8805,1.5241,0,04 1-2 years,29,1.0
0.9574,7.4219,7.106,1,05 2+ years,12,1.0
0.1255,4.8805,0.6123,1,05 2+ years,27,1.0
0.1928,4.8805,0.941,1,04 1-2 years,19,1.0
0.9391,3.5253,3.3104,1,99 unknown,0,
0.2185,4.8805,1.0664,0,05 2+ years,28,1.0
0.2005,4.8805,0.9786,0,05 2+ years,24,2.0
0.3845,4.8805,1.8763,0,05 2+ years,15,7.0
0.6755,3.5253,2.3814,1,04 1-2 years,30,1.0
0.4461,4.8805,2.1773,0,03 6-12 months,9,2.0
0.5421,4.8805,2.6456,1,05 2+ years,18,3.0
0.2731,4.8805,1.3327,1,04 1-2 years,17,1.0
0.8553,7.4219,6.3481,1,05 2+ years,17,1.0
0.8932,7.4219,6.6295,1,04 1-2 years,13,6.0
0.8401,7.4219,6.2349,0,05 2+ years,27,1.0
0.1855,4.8805,0.9054,0,03 6-12 months,30,1.0
0.3854,4.8805,1.8811,0,05 2+ years,30,1.0
0.2707,4.8805,1.3212,0,05 2+ years,18,3.0
0.2314,4.8805,1.1292,1,03 6-12 months,14,1.0
0.1509,4.8805,0.7367,0,04 1-2 years,24,1.0
0.4858,7.4219,3.6059,1,03 6-12 months,23,1.0
0.1242,4.8805,0.6059,1,04 1-2 years,30,1.0
0.3045,4.8805,1.4863,0,05 2+ years,14,2.0
0.1793,4.8805,0.8751,0,04 1-2 years,24,2.0
0.8442,7.4219,6.2656,1,05 2+ years,24,1.0
0.5204,4.8805,2.54,0,05 2+ years,7,6.0
0.1535,4.8805,0.749,0,05 2+ years,21,1.0
0.8563,3.5253,3.0185,1,05 2+ years,2,1.0
0.4918,4.8805,2.4002,1,05 2+ years,11,1.0
0.7967,3.5253,2.8084,0,05 2+ years,8,3.0
0.3266,4.8805,1.5942,1,05 2+ years,12,1.0
0.148,4.8805,0.7224,0,05 2+ years,24,1.0
0.1991,4.8805,0.9719,0,05 2+ years,21,1.0
0.2024,4.8805,0.9879,0,04 1-2 years,28,1.0
0.9244,7.4219,6.8608,1,03 6-12 months,29,1.0
0.1742,4.8805,0.8502,0,05 2+ years,20,1.0
0.1385,4.8805,0.6762,0,05 2+ years,29,1.0
0.8356,16.6348,13.9006,1,05 2+ years,26,1.0
0.4823,4.8805,2.354,0,05 2+ years,16,5.0
0.3414,4.8805,1.6661,1,04 1-2 years,14,6.0
0.1651,4.8805,0.8059,0,05 2+ years,29,1.0
0.748,4.8805,3.6508,1,02 3-6 months,12,12.0
0.1459,4.8805,0.7122,0,03 6-12 months,29,1.0
0.3259,4.8805,1.5904,0,04 1-2 years,11,1.0
0.2305,4.8805,1.1249,0,02 3-6 months,30,1.0
0.1309,4.8805,0.639,0,05 2+ years,28,1.0
0.2212,4.8805,1.0794,1,05 2+ years,26,1.0
0.329,4.8805,1.6058,1,03 6-12 months,18,2.0
0.9336,7.4219,6.9289,1,05 2+ years,29,1.0
0.2535,4.8805,1.2373,0,05 2+ years,29,1.0
0.2202,4.8805,1.0746,0,05 2+ years,21,1.0
0.3351,4.8805,1.6353,0,01 0-3 months,13,3.0
0.506,4.8805,2.4696,1,05 2+ years,10,2.0
0.8473,7.4219,6.2884,1,04 1-2 years,30,1.0
0.131,4.8805,0.6393,0,03 6-12 months,30,1.0
0.2302,4.8805,1.1235,0,04 1-2 years,28,1.0
0.2447,4.8805,1.1943,0,05 2+ years,30,1.0
0.9416,7.4219,6.9886,1,05 2+ years,29,1.0
0.1516,4.8805,0.7399,0,05 2+ years,30,1.0
0.2212,4.8805,1.0798,0,05 2+ years,26,1.0
0.8805,16.6348,14.6471,1,05 2+ years,8,2.0
0.3999,4.8805,1.9518,1,04 1-2 years,4,9.0
0.3064,4.8805,1.4953,0,04 1-2 years,24,1.0
0.5468,4.8805,2.6684,0,02 3-6 months,6,1.0
0.157,4.8805,0.7663,0,05 2+ years,20,1.0
0.1174,4.8805,0.5732,1,05 2+ years,29,1.0
0.1539,4.8805,0.7513,0,05 2+ years,30,1.0
0.9086,16.6348,15.114,1,05 2+ years,5,18.0
0.2004,4.8805,0.9778,1,03 6-12 months,23,1.0
0.4336,4.8805,2.1161,1,05 2+ years,8,2.0
0.2918,4.8805,1.4242,1,05 2+ years,30,1.0
0.3121,4.8805,1.5234,1,05 2+ years,27,2.0
0.3864,4.8805,1.8858,0,05 2+ years,28,1.0
0.1422,4.8805,0.6938,0,04 1-2 years,30,1.0
0.861,16.6348,14.3224,0,05 2+ years,23,1.0
0.3171,4.8805,1.5478,0,04 1-2 years,29,1.0
0.1555,4.8805,0.759,0,03 6-12 months,22,1.0
0.1942,4.8805,0.9479,0,05 2+ years,29,1.0
0.2112,4.8805,1.0305,0,03 6-12 months,24,1.0
0.2431,4.8805,1.1865,0,03 6-12 months,28,1.0
0.9296,7.4219,6.8995,1,05 2+ years,30,1.0
0.2269,4.8805,1.1074,0,05 2+ years,28,1.0
0.3845,4.8805,1.8763,1,04 1-2 years,14,1.0
0.2455,4.8805,1.1982,0,05 2+ years,19,1.0
0.0808,4.8805,0.3941,0,05 2+ years,30,1.0
0.717,4.8805,3.4991,0,05 2+ years,4,14.0
0.1863,4.8805,0.9091,0,05 2+ years,28,1.0
0.4115,4.8805,2.0085,1,04 1-2 years,20,2.0
0.2437,4.8805,1.1896,1,04 1-2 years,25,2.0
0.1767,4.8805,0.8622,0,05 2+ years,29,1.0
0.1954,4.8805,0.9539,0,05 2+ years,27,1.0
0.1368,4.8805,0.6677,0,04 1-2 years,30,1.0
0.139,4.8805,0.6786,0,05 2+ years,30,1.0
0.8963,7.4219,6.6525,1,03 6-12 months,9,3.0
0.1328,4.8805,0.6481,0,04 1-2 years,29,1.0
0.2618,4.8805,1.2779,0,05 2+ years,22,2.0
0.8257,3.5253,2.9107,1,02 3-6 months,30,1.0
0.2543,4.8805,1.2414,1,05 2+ years,21,2.0
0.7537,7.4219,5.5936,1,04 1-2 years,19,1.0
0.1653,4.8805,0.8065,1,04 1-2 years,21,1.0
0.8776,7.4219,6.5138,1,03 6-12 months,9,1.0
0.513,4.8805,2.5039,0,05 2+ years,21,1.0
0.4928,4.8805,2.4053,0,05 2+ years,24,1.0
0.1874,4.8805,0.9145,1,03 6-12 months,23,2.0
0.3088,4.8805,1.507,0,04 1-2 years,16,1.0
0.1962,4.8805,0.9574,0,05 2+ years,24,3.0
0.9444,7.4219,7.0091,1,05 2+ years,9,5.0
0.2599,4.8805,1.2685,0,05 2+ years,14,1.0
0.6745,4.8805,3.2918,1,05 2+ years,17,3.0
0.8708,16.6348,14.4848,1,05 2+ years,30,1.0
0.3033,4.8805,1.4801,0,05 2+ years,16,5.0
0.2738,4.8805,1.3362,0,03 6-12 months,18,1.0
0.8216,7.4219,6.0979,1,05 2+ years,23,3.0
0.8353,3.5253,2.9448,1,04 1-2 years,3,1.0
0.4497,4.8805,2.1949,1,05 2+ years,28,1.0
0.1813,4.8805,0.8846,1,04 1-2 years,26,1.0
0.1652,4.8805,0.8061,0,02 3-6 months,24,1.0
0.1333,4.8805,0.6505,0,04 1-2 years,29,1.0
0.8282,16.6348,13.777,1,05 2+ years,29,1.0
0.8117,16.6348,13.5019,1,05 2+ years,30,1.0
0.1925,4.8805,0.9395,0,04 1-2 years,23,2.0
0.7933,16.6348,13.1957,1,05 2+ years,28,1.0
0.346,4.8805,1.6886,0,05 2+ years,11,5.0
0.1831,4.8805,0.8937,0,04 1-2 years,27,1.0
0.8999,7.4219,6.679,1,05 2+ years,29,1.0
0.1609,4.8805,0.7855,0,03 6-12 months,30,1.0
0.2269,4.8805,1.1075,0,05 2+ years,24,1.0
0.4417,4.8805,2.1559,0,04 1-2 years,12,2.0
0.235,4.8805,1.147,1,05 2+ years,27,1.0
0.1836,4.8805,0.8959,0,05 2+ years,15,1.0
0.305,4.8805,1.4886,0,05 2+ years,28,1.0
0.3682,7.4219,2.7325,1,05 2+ years,27,1.0
0.2228,4.8805,1.0876,0,05 2+ years,7,5.0
0.1815,4.8805,0.8858,0,05 2+ years,30,1.0
0.8399,7.4219,6.2339,1,05 2+ years,15,3.0
0.1127,4.8805,0.5503,0,05 2+ years,24,1.0
0.3273,4.8805,1.5974,0,05 2+ years,27,2.0
0.287,4.8805,1.4007,0,04 1-2 years,29,1.0
0.1326,4.8805,0.647,1,04 1-2 years,11,3.0
0.1549,4.8805,0.756,0,05 2+ years,27,1.0
0.1544,4.8805,0.7535,0,04 1-2 years,30,1.0
0.3732,4.8805,1.8216,1,05 2+ years,28,1.0
0.1928,4.8805,0.9407,0,04 1-2 years,25,1.0
0.2418,4.8805,1.1799,1,03 6-12 months,28,1.0
0.8465,7.4219,6.2826,0,05 2+ years,22,1.0
0.5324,7.4219,3.9515,0,05 2+ years,30,1.0
0.8642,7.4219,6.4143,1,05 2+ years,29,1.0
0.8579,16.6348,14.2709,1,05 2+ years,30,1.0
0.2315,4.8805,1.1301,0,04 1-2 years,13,1.0
0.2902,4.8805,1.4162,0,05 2+ years,10,1.0
0.9212,7.4219,6.8369,1,05 2+ years,20,3.0
0.3468,4.8805,1.6925,0,04 1-2 years,12,2.0
0.6811,4.8805,3.3239,0,02 3-6 months,7,2.0
0.5149,4.8805,2.5128,1,05 2+ years,26,1.0
0.3561,4.8805,1.7378,0,01 0-3 months,22,1.0
0.1217,4.8805,0.594,0,04 1-2 years,30,1.0
0.5164,4.8805,2.5205,0,02 3-6 months,28,1.0
0.4502,4.8805,2.1972,0,01 0-3 months,4,8.0
0.4316,4.8805,2.1064,0,05 2+ years,7,9.0
0.7708,7.4219,5.7204,1,05 2+ years,29,1.0
0.8312,7.4219,6.1693,0,05 2+ years,20,1.0
0.3467,4.8805,1.6919,1,05 2+ years,20,1.0
0.7501,7.4219,5.5672,1,04 1-2 years,17,1.0
0.3883,4.8805,1.8949,0,05 2+ years,12,1.0
0.1965,4.8805,0.959,0,05 2+ years,30,1.0
0.5261,4.8805,2.5677,1,05 2+ years,21,2.0
0.3692,4.8805,1.8018,1,05 2+ years,11,15.0
0.9595,7.4219,7.1213,1,05 2+ years,14,1.0
0.2165,4.8805,1.0564,0,02 3-6 months,27,1.0
0.45,4.8805,2.1964,0,03 6-12 months,21,1.0
0.2517,4.8805,1.2285,1,03 6-12 months,27,1.0
0.8324,16.6348,13.8476,1,05 2+ years,30,1.0
0.2886,4.8805,1.4085,1,04 1-2 years,14,5.0
0.6913,4.8805,3.3737,1,02 3-6 months,8,14.0
0.8808,7.4219,6.5373,1,05 2+ years,20,1.0
0.6226,4.8805,3.0388,0,05 2+ years,12,1.0
0.7926,16.6348,13.1841,1,05 2+ years,25,1.0
0.8885,16.6348,14.7801,1,05 2+ years,14,5.0
0.7048,16.6348,11.7243,1,04 1-2 years,28,1.0
0.2041,4.8805,0.9962,0,05 2+ years,30,1.0
0.3047,4.8805,1.4868,0,01 0-3 months,30,1.0
0.888,16.6348,14.7712,1,05 2+ years,11,4.0
